IsBadBuy,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VehBCost,IsOnlineSale,WarrantyCost
0,5,FORD,EXPEDITION 2WD V8 5.,XLT,4D SUV 5.4L XLT,BLACK,AUTO,1.0,Alloy,78480,AMERICAN,LARGE SUV,8081.0,9842.0,9227.0,11129.0,7702.0,8996.0,11808.0,13591.0,9200.0,0,1038
1,8,CHEVROLET,IMPALA,Bas,4D SEDAN,GOLD,AUTO,2.0,Covers,67149,AMERICAN,LARGE,2911.0,4241.0,6031.0,7164.0,2545.0,3650.0,5134.0,6425.0,5915.0,0,2003
0,4,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.8L,GOLD,AUTO,2.0,Covers,87824,AMERICAN,LARGE TRUCK,7200.0,9223.0,11169.0,13419.0,7065.0,9119.0,10862.0,13347.0,8965.0,0,1243
0,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,SILVER,AUTO,1.0,Alloy,50288,AMERICAN,LARGE,7238.0,8604.0,10666.0,12136.0,6948.0,8261.0,10309.0,12041.0,8435.0,0,1500
1,5,CHRYSLER,PT CRUISER,Bas,4D SEDAN,WHITE,AUTO,,,94915,AMERICAN,MEDIUM,3514.0,4631.0,4295.0,5501.0,3656.0,4579.0,6895.0,8636.0,4200.0,0,1630
1,5,CHEVROLET,AVEO,LS,4D SEDAN,BLUE,AUTO,2.0,Covers,55288,AMERICAN,COMPACT,3027.0,3640.0,5810.0,6279.0,2739.0,3285.0,5416.0,6064.0,4360.0,0,671
0,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,62578,AMERICAN,MEDIUM,6401.0,7368.0,7413.0,8457.0,5498.0,6267.0,9310.0,9986.0,6240.0,0,1215
0,3,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,78338,TOP LINE ASIAN,MEDIUM,11044.0,12366.0,15162.0,16457.0,11025.0,12578.0,15437.0,17009.0,10355.0,0,686
1,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,63039,AMERICAN,MEDIUM,5962.0,6833.0,6939.0,7880.0,5471.0,6404.0,6409.0,7416.0,5565.0,0,1215
0,8,FORD,FOCUS,SE,4D WAGON SE,SILVER,AUTO,1.0,Alloy,53930,AMERICAN,COMPACT,1904.0,2666.0,4446.0,5147.0,2555.0,3447.0,4746.0,5625.0,4205.0,0,1220
1,5,CADILLAC,SRX AWD V8 4.6L V8 S,,4D SUV,BLACK,AUTO,,,67648,AMERICAN,MEDIUM SUV,10211.0,11975.0,11528.0,13433.0,10211.0,11975.0,11528.0,13433.0,10230.0,0,2538
0,3,CHEVROLET,COLORADO PICKUP 2WD,LS,REG CAB 2.8L,WHITE,AUTO,1.0,Alloy,71917,AMERICAN,SMALL TRUCK,5745.0,6635.0,6705.0,7666.0,6069.0,6884.0,7055.0,7935.0,6200.0,0,686
0,7,BUICK,REGAL 3.8L V6 MFI,LS,4D SEDAN LS,GOLD,AUTO,2.0,Covers,70721,AMERICAN,MEDIUM,3094.0,4231.0,3842.0,5069.0,3094.0,4231.0,3842.0,5069.0,4200.0,0,2274
0,4,SATURN,ION,2,4D SEDAN LEVEL 2,GOLD,AUTO,2.0,Covers,58315,AMERICAN,MEDIUM,5056.0,6137.0,8476.0,9676.0,5523.0,6685.0,8795.0,10163.0,5715.0,0,671
0,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2.0,Covers,70273,AMERICAN,LARGE,8193.0,9240.0,12438.0,14027.0,8338.0,9690.0,12301.0,13721.0,8435.0,1,1974
0,3,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,BLUE,AUTO,2.0,Covers,52558,AMERICAN,MEDIUM,5515.0,6646.0,6456.0,7678.0,5115.0,6246.0,6024.0,7246.0,6370.0,0,1086
0,4,CHEVROLET,AVEO,LS,4D SEDAN LS,WHITE,AUTO,2.0,Covers,85932,AMERICAN,COMPACT,4081.0,5116.0,6815.0,8183.0,3447.0,4468.0,6461.0,7608.0,4260.0,0,853
0,3,DODGE,DAKOTA PICKUP 4WD V6,ST,QUAD CAB 3.7L ST,WHITE,AUTO,1.0,Alloy,92472,AMERICAN,SMALL TRUCK,9460.0,12179.0,10717.0,13653.0,10066.0,12925.0,11371.0,14459.0,6200.0,0,1918
0,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,SILVER,AUTO,2.0,Covers,81389,AMERICAN,MEDIUM,4004.0,4842.0,4824.0,5729.0,5235.0,6192.0,6154.0,7187.0,4210.0,0,1243
0,2,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L FFV BIG HORN,GREY,AUTO,1.0,Alloy,76378,AMERICAN,LARGE TRUCK,12690.0,14949.0,14205.0,16645.0,12605.0,14931.0,17289.0,19152.0,9915.0,0,920
1,4,DODGE,DURANGO 2WD V8,SXT,4D SUV 4.7L,WHITE,AUTO,1.0,Alloy,77226,AMERICAN,MEDIUM SUV,9556.0,10974.0,13815.0,15197.0,9612.0,10690.0,13354.0,14552.0,7940.0,0,1389
1,3,CHEVROLET,IMPALA 3.9L V6 SFI,LT,4D SEDAN LT 3.9L,RED,AUTO,,,63791,AMERICAN,LARGE,8621.0,10199.0,9811.0,11515.0,8789.0,10426.0,9992.0,11760.0,7105.0,0,1703
0,4,KIA,SPECTRA,EX,4D SEDAN,GOLD,MANUAL,2.0,Covers,34586,OTHER ASIAN,MEDIUM,4347.0,5741.0,7275.0,9100.0,4160.0,5290.0,7140.0,8525.0,5400.0,0,462
1,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,RED,AUTO,1.0,Alloy,79610,AMERICAN,LARGE TRUCK,4597.0,6357.0,5465.0,7366.0,4275.0,5625.0,5117.0,6575.0,9500.0,0,920
0,7,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,WHITE,AUTO,1.0,Alloy,61621,OTHER ASIAN,MEDIUM SUV,4998.0,6451.0,7881.0,9363.0,4354.0,5333.0,7638.0,8204.0,7215.0,0,1808
0,5,DODGE,DURANGO 4WD V8,ST,4D SUV 4.7L SXT,GREY,AUTO,2.0,Covers,46275,AMERICAN,MEDIUM SUV,6932.0,8826.0,7987.0,10032.0,7093.0,8136.0,10665.0,11830.0,8275.0,0,1116
0,6,SATURN,ION,1,4D SEDAN LEVEL 1,WHITE,AUTO,2.0,Covers,75656,AMERICAN,MEDIUM,3259.0,4013.0,6238.0,6978.0,2755.0,3976.0,6242.0,7276.0,4705.0,0,803
1,6,CHRYSLER,PT CRUISER 2.4L I4 M,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,85357,AMERICAN,MEDIUM,2785.0,3715.0,3508.0,4512.0,3104.0,3831.0,3852.0,4637.0,2270.0,0,1803
0,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,BLACK,AUTO,2.0,Covers,53560,AMERICAN,MEDIUM,6311.0,7450.0,7316.0,8546.0,6311.0,7450.0,7316.0,8546.0,7700.0,0,837
0,4,CHEVROLET,COBALT,LS,4D SEDAN LS,GREY,MANUAL,2.0,Covers,68051,AMERICAN,COMPACT,4721.0,5892.0,7783.0,9123.0,4522.0,5662.0,7710.0,8736.0,5080.0,0,728
0,4,KIA,SORENTO 2WD,EX,4D SPORT UTILITY LX,BLUE,AUTO,1.0,Alloy,77641,OTHER ASIAN,MEDIUM SUV,7687.0,8936.0,11832.0,13409.0,6746.0,8162.0,10555.0,12182.0,7440.0,0,1740
0,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2.0,Covers,49535,AMERICAN,MEDIUM,5569.0,6584.0,6515.0,7611.0,5569.0,6584.0,6515.0,7611.0,6000.0,0,975
0,3,NISSAN,VERSA,S,4D HATCHBACK S,SILVER,AUTO,1.0,Alloy,66060,TOP LINE ASIAN,COMPACT,7166.0,8299.0,10538.0,11770.0,6786.0,7741.0,9867.0,11033.0,7550.0,0,630
0,3,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,SILVER,AUTO,1.0,Alloy,70580,AMERICAN,MEDIUM SUV,10009.0,12642.0,11310.0,14153.0,10376.0,13038.0,15425.0,18474.0,8780.0,1,1974
1,6,OLDSMOBILE,ALERO V6 3.4L V6 MPI,GLS,4D SEDAN GLS,GOLD,AUTO,1.0,Alloy,88328,AMERICAN,MEDIUM,3535.0,4707.0,4318.0,5584.0,3893.0,4771.0,4704.0,5653.0,3680.0,0,2712
0,4,KIA,OPTIMA V6,LX,4D SEDAN LX,BLACK,AUTO,1.0,Alloy,73770,OTHER ASIAN,MEDIUM,6094.0,7367.0,9440.0,10669.0,4646.0,6297.0,7384.0,9578.0,6450.0,0,803
0,3,PONTIAC,G6 4C,Bas,4D SEDAN SE,RED,AUTO,2.0,Covers,74744,AMERICAN,MEDIUM,5994.0,7080.0,9833.0,10998.0,5742.0,6662.0,8828.0,10084.0,6685.0,0,1038
0,3,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN TOURING,BLACK,AUTO,2.0,Covers,65333,AMERICAN,MEDIUM,5578.0,6632.0,6524.0,7663.0,4918.0,5811.0,8680.0,9574.0,5190.0,0,1215
1,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BLACK,AUTO,2.0,Covers,74178,AMERICAN,LARGE,8055.0,9079.0,11766.0,12986.0,7822.0,8704.0,11941.0,12676.0,8510.0,0,1974
0,5,CHEVROLET,UPLANDER FWD V6,Bas,PASSENGER EXT 3.5L,GREEN,AUTO,2.0,Covers,71215,AMERICAN,VAN,4784.0,6506.0,7990.0,9926.0,3640.0,4677.0,6588.0,7822.0,6100.0,0,2091
1,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER 3.9L LS,WHITE,AUTO,,,73355,AMERICAN,VAN,6037.0,6566.0,10366.0,10953.0,6276.0,6974.0,10662.0,11341.0,7090.0,1,2091
0,4,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,BLUE,AUTO,2.0,Covers,72219,AMERICAN,COMPACT,3740.0,4842.0,4539.0,5729.0,3740.0,4842.0,4539.0,5729.0,4700.0,0,1155
1,7,SATURN,S SERIES 1.9L I-4 SF,SL2,4D SEDAN SL2,BEIGE,AUTO,,,97823,AMERICAN,COMPACT,2143.0,3118.0,2814.0,3867.0,2143.0,3118.0,2814.0,3867.0,3100.0,0,2218
0,5,CHEVROLET,TRAILBLAZER 4WD 6C 4,Nor,4D SUV 4.2L LS,RED,AUTO,1.0,Alloy,82993,AMERICAN,MEDIUM SUV,7045.0,8519.0,8109.0,9701.0,7045.0,8519.0,8109.0,9701.0,7340.0,0,2152
1,7,DODGE,DAKOTA PICKUP 2WD V8,Spo,QUAD CAB 4.7L SPORT,BLUE,AUTO,1.0,Alloy,69111,AMERICAN,SMALL TRUCK,4523.0,7106.0,7408.0,10400.0,3517.0,5590.0,6167.0,8714.0,7725.0,0,1613
1,5,CHEVROLET,COBALT,Bas,4D SEDAN,RED,AUTO,2.0,Covers,75714,AMERICAN,COMPACT,3815.0,4834.0,7006.0,7941.0,3654.0,4790.0,7060.0,7907.0,4650.0,0,803
1,5,CHRYSLER,SEBRING 4C 2.4L I4 S,LX,4D SEDAN,BLUE,AUTO,1.0,Alloy,87322,AMERICAN,MEDIUM,2911.0,3917.0,3644.0,4730.0,2820.0,3719.0,3546.0,4517.0,3415.0,0,1243
0,4,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,SILVER,AUTO,1.0,Alloy,36739,AMERICAN,MEDIUM,4615.0,5607.0,5484.0,6556.0,5210.0,6322.0,6127.0,7328.0,5400.0,0,582
0,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN,BLUE,AUTO,1.0,Alloy,51985,AMERICAN,MEDIUM,4230.0,5283.0,5068.0,6206.0,3517.0,4511.0,7168.0,8074.0,5090.0,0,1086
1,4,CHEVROLET,MALIBU MAXX V6 3.5L,LS,4D SEDAN LS,SILVER,AUTO,1.0,Alloy,80770,AMERICAN,MEDIUM,5620.0,7116.0,6570.0,8185.0,5620.0,7116.0,6570.0,8185.0,6675.0,0,1373
0,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,SILVER,AUTO,2.0,Covers,75165,AMERICAN,VAN,4765.0,5761.0,5646.0,6722.0,4815.0,5956.0,5700.0,6932.0,5855.0,0,1623
0,1,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,AUTO,2.0,Covers,40240,AMERICAN,MEDIUM,7697.0,8423.0,11697.0,12388.0,8018.0,8991.0,11713.0,12526.0,7700.0,0,834
0,4,TOYOTA,CAMRY 4C,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,48316,TOP LINE ASIAN,MEDIUM,8405.0,9492.0,11300.0,12847.0,7577.0,8672.0,11008.0,12090.0,10105.0,0,482
0,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER 3.9L LS,SILVER,AUTO,2.0,Covers,75848,AMERICAN,VAN,6686.0,7566.0,10340.0,11489.0,6957.0,7885.0,10627.0,11816.0,6900.0,0,2091
0,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GREY,AUTO,1.0,Alloy,69254,AMERICAN,LARGE,7101.0,8336.0,8169.0,9503.0,6660.0,7783.0,7693.0,8906.0,6690.0,0,1313
0,7,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,GREEN,AUTO,2.0,Covers,45480,AMERICAN,VAN,2622.0,3740.0,3332.0,4539.0,3417.0,4868.0,4190.0,5757.0,5600.0,0,1416
1,4,TOYOTA,COROLLA,CE,4D SEDAN CE,WHITE,AUTO,,,89571,TOP LINE ASIAN,COMPACT,6450.0,7585.0,9200.0,11253.0,6450.0,7585.0,9200.0,11253.0,6798.0,1,594
1,2,HYUNDAI,SONATA 4C,GLS,4D SEDAN,BLUE,AUTO,1.0,Alloy,66628,OTHER ASIAN,MEDIUM,8431.0,9582.0,11589.0,12806.0,8462.0,9600.0,11934.0,12684.0,7985.0,0,728
0,3,CHEVROLET,IMPALA 3.5L V6 SFI,LT,4D SEDAN LT 3.5L,BLACK,AUTO,1.0,Alloy,80783,AMERICAN,LARGE,7546.0,9088.0,8650.0,10315.0,7546.0,9088.0,8650.0,10315.0,6800.0,0,2152
1,6,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L LX,WHITE,AUTO,,,92877,AMERICAN,VAN,2782.0,3857.0,3505.0,4666.0,2782.0,3857.0,3505.0,4666.0,3100.0,0,2506
0,2,PONTIAC,G6 4C,Bas,4D SEDAN SE,BLACK,AUTO,2.0,Covers,71168,AMERICAN,MEDIUM,7854.0,8983.0,11304.0,12410.0,7732.0,8920.0,11206.0,12229.0,6545.0,0,1038
1,5,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,WHITE,MANUAL,1.0,Alloy,89724,OTHER ASIAN,MEDIUM SUV,7206.0,8268.0,10783.0,11918.0,7082.0,8493.0,11114.0,13216.0,7155.0,0,1893
0,2,DODGE,AVENGER 4C,SE,4D SEDAN,RED,AUTO,2.0,Covers,80333,AMERICAN,MEDIUM,8066.0,9040.0,11109.0,12306.0,7924.0,9187.0,11324.0,12590.0,8160.0,0,1243
1,5,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,75899,AMERICAN,MEDIUM,3914.0,5002.0,7246.0,8356.0,4212.0,5361.0,7564.0,8700.0,5050.0,0,1389
0,3,CHEVROLET,1500 SILVERADO PICKU,LS,REG CAB 4.8L LS,SILVER,AUTO,1.0,Alloy,99258,AMERICAN,LARGE TRUCK,10814.0,11900.0,12179.0,13352.0,10814.0,11900.0,12179.0,13352.0,6355.0,0,2351
0,6,PONTIAC,VIBE 1.8L I-4 MPI,Bas,4D WAGON,SILVER,AUTO,1.0,Alloy,56995,AMERICAN,MEDIUM,3931.0,5272.0,4745.0,6194.0,3791.0,5197.0,4594.0,6113.0,6405.0,0,805
0,2,FORD,FREESTYLE FWD V6,SEL,4D CUV 3.0L SEL,GREEN,AUTO,1.0,Alloy,86185,AMERICAN,CROSSOVER,11045.0,14108.0,12429.0,15737.0,10677.0,13152.0,15372.0,16965.0,7710.0,0,1633
0,4,DODGE,STRATUS 4C,SXT,4D SEDAN,BLUE,AUTO,2.0,Covers,63899,AMERICAN,MEDIUM,5128.0,6162.0,7965.0,8941.0,4275.0,5395.0,7366.0,8587.0,6070.0,0,1020
1,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,BLUE,AUTO,,,45600,AMERICAN,COMPACT,4972.0,6156.0,5870.0,7148.0,4997.0,6166.0,5897.0,7159.0,6175.0,0,623
0,1,KIA,RONDO V6,EX,4D WAGON,GREY,AUTO,1.0,Alloy,47726,OTHER ASIAN,CROSSOVER,8667.0,9551.0,9860.0,10815.0,7955.0,8692.0,11849.0,12947.0,7500.0,0,623
0,4,CHEVROLET,1500 SILVERADO PICKU,Bas,REG CAB 4.3L,WHITE,AUTO,2.0,Covers,83271,AMERICAN,LARGE TRUCK,6040.0,8243.0,7023.0,9402.0,5764.0,7575.0,6725.0,8681.0,5595.0,0,1373
0,3,CHEVROLET,IMPALA 3.5L V6 SFI,LT,4D SEDAN LT 3.5L,GREY,AUTO,2.0,Covers,85817,AMERICAN,LARGE,7524.0,9014.0,8626.0,10235.0,6411.0,7670.0,10103.0,12064.0,6440.0,0,2152
0,5,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,67538,TOP LINE ASIAN,MEDIUM,6114.0,7108.0,9610.0,10942.0,6939.0,8076.0,10338.0,11731.0,8535.0,0,630
0,8,DODGE,STRATUS V6,R/T,2D COUPE R/T,WHITE,MANUAL,1.0,Alloy,84638,AMERICAN,MEDIUM,3317.0,4167.0,6618.0,8314.0,2812.0,3803.0,5478.0,6281.0,4065.0,1,1803
0,4,DODGE,CHARGER,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,83231,AMERICAN,SPECIALTY,9465.0,10761.0,14135.0,15362.0,8766.0,10117.0,12317.0,13631.0,9130.0,0,1503
0,5,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,MANUAL,2.0,Covers,73766,AMERICAN,MEDIUM,3666.0,4777.0,4459.0,5659.0,3555.0,4537.0,7063.0,8135.0,4985.0,0,1389
1,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,GREY,AUTO,,,70547,AMERICAN,MEDIUM,5143.0,6448.0,8154.0,9404.0,5288.0,6543.0,8352.0,9364.0,7025.0,0,1272
0,6,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,SILVER,AUTO,2.0,Covers,59229,AMERICAN,LARGE,4974.0,6057.0,7774.0,8835.0,4242.0,5493.0,7165.0,8709.0,7980.0,0,1500
1,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,2.0,Covers,71036,AMERICAN,MEDIUM,4325.0,5300.0,7779.0,9532.0,4351.0,5187.0,8181.0,8932.0,5400.0,0,1389
0,4,FORD,FOCUS 2.0L I4 SFI,ZX3,2D COUPE ZX3,GREY,AUTO,2.0,Covers,66401,AMERICAN,COMPACT,3953.0,4928.0,4769.0,5822.0,4379.0,5506.0,5229.0,6446.0,5470.0,0,1020
0,5,SUZUKI,VITARA 2WD 4C MFI V6,LX,4D HARDTOP LX,BLACK,AUTO,2.0,Covers,47610,OTHER ASIAN,SMALL SUV,4797.0,5863.0,5681.0,6832.0,5412.0,6171.0,6345.0,7165.0,6340.0,0,834
0,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,OTHER,AUTO,2.0,Covers,58855,AMERICAN,MEDIUM,7523.0,8562.0,11445.0,12454.0,7281.0,8310.0,11205.0,12087.0,8305.0,0,920
1,2,HONDA,CIVIC,LX,4D SEDAN LX AUTO,BLUE,AUTO,2.0,Covers,51894,TOP LINE ASIAN,COMPACT,10646.0,11966.0,15086.0,16191.0,10642.0,11827.0,14723.0,15457.0,8630.0,0,588
1,6,CHRYSLER,SEBRING V6,LXi,4D SEDAN TOURING,GREY,AUTO,1.0,Alloy,52956,AMERICAN,MEDIUM,2700.0,3736.0,5889.0,6998.0,2908.0,4105.0,6106.0,7864.0,3325.0,0,1003
0,6,NISSAN,350Z,Bas,2D COUPE,GREY,AUTO,1.0,Alloy,71603,TOP LINE ASIAN,SPORTS,9948.0,11365.0,13736.0,15268.0,10799.0,12283.0,14237.0,15933.0,10195.0,0,1155
1,5,CHRYSLER,SEBRING 4C 2.4L I4 S,LX,4D SEDAN,SILVER,AUTO,2.0,Covers,79694,AMERICAN,MEDIUM,3536.0,4495.0,4319.0,5355.0,3614.0,5173.0,4403.0,6087.0,5000.0,0,1155
1,5,CHEVROLET,IMPALA,Bas,4D SEDAN,GOLD,AUTO,2.0,Covers,86146,AMERICAN,LARGE,4431.0,5693.0,7867.0,9566.0,4273.0,5567.0,7213.0,8678.0,6235.0,0,2152
0,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2.0,Covers,52945,AMERICAN,MEDIUM,5480.0,6461.0,6418.0,7478.0,5480.0,6461.0,6418.0,7478.0,5200.0,0,1086
1,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,BLUE,AUTO,2.0,Covers,72670,AMERICAN,COMPACT,4948.0,6276.0,5844.0,7278.0,4086.0,5150.0,4913.0,6062.0,5660.0,0,803
0,3,CHEVROLET,COBALT,LS,4D SEDAN LS,SILVER,AUTO,2.0,Covers,53008,AMERICAN,COMPACT,5696.0,6658.0,9115.0,10016.0,5204.0,6369.0,8672.0,9849.0,6120.0,0,671
0,5,DODGE,STRATUS 4C,SXT,4D SEDAN SXT,SILVER,AUTO,1.0,Alloy,87365,AMERICAN,MEDIUM,3099.0,4155.0,6203.0,7270.0,3641.0,4637.0,6806.0,7552.0,5165.0,0,1243
0,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,73808,AMERICAN,MEDIUM,7091.0,8002.0,10548.0,11341.0,6824.0,8148.0,10244.0,11517.0,6900.0,0,1038
1,7,HYUNDAI,ELANTRA,GLS,4D SEDAN,GOLD,AUTO,2.0,Covers,88238,OTHER ASIAN,MEDIUM,2613.0,3381.0,5142.0,6152.0,2782.0,3579.0,5444.0,6243.0,3900.0,0,894
0,4,SUZUKI,FORENZA,,4D SEDAN,SILVER,AUTO,2.0,Covers,74760,OTHER ASIAN,MEDIUM,3962.0,4913.0,7400.0,8538.0,3737.0,4822.0,7185.0,8374.0,4910.0,0,569
1,6,FORD,EXPEDITION 4WD V8 5.,XLT,4D SUV 5.4L XLT,GOLD,AUTO,1.0,Alloy,85563,AMERICAN,LARGE SUV,7543.0,8631.0,8646.0,9821.0,7541.0,8682.0,8644.0,9877.0,8390.0,0,1803
0,4,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER 3.5L LS,GOLD,AUTO,2.0,Covers,76603,AMERICAN,VAN,6100.0,7792.0,9926.0,12175.0,6145.0,8003.0,10578.0,13163.0,7600.0,0,2091
0,7,SATURN,ION,2,4D SEDAN LEVEL 2,SILVER,AUTO,1.0,Alloy,92288,AMERICAN,MEDIUM,3157.0,4255.0,5577.0,6787.0,2811.0,3707.0,5197.0,6854.0,5055.0,0,1209
0,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,BROWN,AUTO,2.0,Covers,77340,AMERICAN,LARGE,6697.0,7956.0,10084.0,11496.0,6814.0,8128.0,10737.0,12241.0,7970.0,0,1974
0,4,CHEVROLET,EQUINOX AWD V6 3.4L,LT,4D SUV LT,WHITE,AUTO,1.0,Alloy,65555,AMERICAN,MEDIUM SUV,8123.0,9651.0,9273.0,10923.0,3050.0,3971.0,3794.0,4789.0,7890.0,0,1313
0,7,CHEVROLET,TAHOE 4WD 5.3L V8 SF,Z71,4D SUV 5.3L FFV Z71,BEIGE,AUTO,1.0,Alloy,97942,AMERICAN,LARGE SUV,6887.0,8387.0,7938.0,9558.0,6342.0,7824.0,10148.0,11288.0,9495.0,0,2218
0,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,RED,AUTO,2.0,Covers,64840,AMERICAN,MEDIUM,6352.0,7725.0,10124.0,12064.0,7263.0,8398.0,10691.0,11848.0,7295.0,0,923
0,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,SILVER,AUTO,1.0,Alloy,79335,AMERICAN,LARGE,8685.0,9983.0,12623.0,14233.0,9700.0,11216.0,13451.0,15490.0,7670.0,0,1974
0,4,CHEVROLET,MALIBU V6 3.5L V6 SF,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,82813,AMERICAN,MEDIUM,4334.0,5395.0,5181.0,6327.0,5918.0,7166.0,6891.0,8239.0,5770.0,0,1373
1,5,MITSUBISHI,LANCER 2.0L I4 MPI,ES,4D SEDAN ES,GREY,AUTO,,,82441,OTHER ASIAN,COMPACT,3525.0,4222.0,4307.0,5060.0,3618.0,4275.0,4407.0,5117.0,4330.0,0,594
0,2,SCION,XD,,4D WAGON,GREY,AUTO,2.0,Covers,54445,OTHER ASIAN,COMPACT,9496.0,10879.0,13268.0,14193.0,9286.0,10582.0,12628.0,13691.0,7965.0,0,505
0,7,FORD,TAURUS,SEL,4D SEDAN SEL,GOLD,AUTO,1.0,Alloy,73206,AMERICAN,MEDIUM,3334.0,4563.0,6476.0,7981.0,3004.0,4117.0,5862.0,7190.0,5005.0,0,1220
0,2,DODGE,CALIBER,SE,4D WAGON,GREY,AUTO,2.0,Covers,51875,AMERICAN,MEDIUM,7048.0,7614.0,11006.0,11599.0,7950.0,8563.0,11110.0,11706.0,6500.0,0,754
0,5,CHEVROLET,IMPALA,Bas,4D SEDAN,RED,AUTO,2.0,Covers,85363,AMERICAN,LARGE,4301.0,5566.0,6963.0,8713.0,3650.0,5056.0,7039.0,8991.0,6065.0,0,2152
0,4,NISSAN,ALTIMA 2.5L I4 MPI,Bas,4D SEDAN,GREY,AUTO,1.0,Alloy,89561,TOP LINE ASIAN,MEDIUM,6333.0,7752.0,7340.0,8872.0,6564.0,8126.0,9618.0,11239.0,7010.0,0,723
1,8,KIA,RIO,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,39600,OTHER ASIAN,COMPACT,1383.0,1899.0,3734.0,5127.0,1125.0,1486.0,2899.0,3830.0,4000.0,0,762
0,4,MERCURY,SABLE 3.0L V6 EFI,GS,4D SEDAN GS,GOLD,AUTO,2.0,Covers,87090,AMERICAN,MEDIUM,3256.0,4082.0,4016.0,4909.0,3681.0,4724.0,4475.0,5602.0,4200.0,0,983
1,4,SATURN,RELAY 2WD V6 3.5L V6,,4D SPORT UTILITY,WHITE,AUTO,,,63677,AMERICAN,VAN,5662.0,6844.0,6615.0,7892.0,5662.0,6844.0,6615.0,7892.0,5700.0,0,1801
0,5,HYUNDAI,ACCENT 1.6L I4 MPI,GL,4D SEDAN GL,SILVER,AUTO,2.0,Covers,56588,OTHER ASIAN,COMPACT,2806.0,3535.0,3530.0,4318.0,3124.0,4014.0,3874.0,4835.0,4660.0,0,754
